,product_name,year,varietal,origin,price,rating,rating_count
1395,Mas de Daumas Gassac St Guilhem-Le-Desert Rouge,2018,Other Red Blends,France,59,0.0,0
1396,Martin Ray Santa Cruz Mountains Chardonnay,2019,Chardonnay,California,35,3.4,8
1397,Croft Reserve Tawny,Porto,Port,Portugal,19,4.4,217
1398,Niepoort Colheita,2007,Port,Portugal,55,4.4,12
1399,Villa Creek Rocks and Flowers,2020,Rhone Red Blends,California,45,0.0,0
1400,Anthill Farms Baker Ranch Vineyard Pinot Noir,2020,Pinot Noir,California,55,0.0,0
1401,Hartford Court Four Hearts Chardonnay,2018,Chardonnay,California,50,4.4,27
1402,Domaine du Bouchot Pouilly-Fume MCMLV,2020,Sauvignon Blanc,France,46,0.0,0
1403,Dow's 30 Year Old Tawny,Port,Port,Portugal,139,4.8,16
1404,Weingut Ziereisen Talrain Spatburgunder,2014,Pinot Noir,Germany,26,4.1,5
1405,Paraduxx Proprietary Red (375ML half-bottle),2019,Other Red Blends,California,39,0.0,0
1406,Sandeman 30 Year Old,Tawny,Port,Portugal,110,4.6,57
1407,Yalumba Y Series Shiraz-Viognier,2020,Syrah/Shiraz,Australia,14,0.0,0
1408,Robert Mondavi Oakville BDX Red Blend,2015,Bordeaux Red Blends,California,68,4.1,19
1409,Suavia Soave Classico,2021,Garganega,Italy,17,3.0,5
1410,Trefethen Estate Chardonnay,2020,Chardonnay,California,40,3.9,9
1411,Rusack Sta. Rita Hills Reserve Pinot Noir,2017,Pinot Noir,California,42,0.0,0
1412,J Dusi Wines Dante Dusi Vineyard Zinfandel,2020,Zinfandel,California,44,0.0,0
1413,Scattered Peaks Cabernet Sauvignon,2019,Cabernet Sauvignon,California,40,4.0,25
1414,DAOU Vineyards Sauvignon Blanc,2021,Sauvignon Blanc,California,18,3.8,12
1415,Borne of Fire Cabernet Sauvignon,2018,Cabernet Sauvignon,Washington,23,3.9,81
1416,Chateau Palmer,2017,Bordeaux Red Blends,France,299,3.5,7
1417,Ruinart Brut Rose (Second Skin Gift Wrapped,Bottle),Sparkling Rosé,France,109,4.8,9
1418,Champagne Agrapart & Fils 7 Crus Extra,Brut,Non-Vintage Sparkling Wine,France,74,0.0,0
1419,Lang & Reed Two-Fourteen Cabernet Franc,2017,Cabernet Franc,California,84,0.0,0
1420,Varvaglione Vigne & Vini srl Primitivo di Manduria Papale Linea Oro,2017,Primitivo,Italy,23,4.0,33
1421,The Paring Red,2017,Bordeaux Red Blends,California,24,3.9,7
1422,Beaulieu Vineyard Reserve Tapestry,2018,Bordeaux Red Blends,California,65,4.4,5
1423,Chateau Smith Haut Lafitte,2018,Bordeaux Red Blends,France,144,4.4,15
1424,Chateau Labegorce,2016,Bordeaux Red Blends,France,44,4.2,60
1425,K Vintners Royal City Syrah,2019,Syrah/Shiraz,Washington,145,0.0,0
1426,Billecart-Salmon Brut Rose (1.5 Liter,Magnum),Sparkling Rosé,France,199,4.5,23
1427,Domaine Perrot-Minot Morey-Saint-Denis La Riotte Premier Cru,2012,Pinot Noir,France,217,0.0,0
1428,Regaleali Nero d'Avola,2018,Nero d'Avola,Italy,18,3.7,46
1429,Jean-Louis Chave Hermitage,1996,Syrah/Shiraz,France,589,0.0,0
1430,Patrick Piuze Chablis Bougros Grand Cru,2020,Chardonnay,France,109,0.0,0
1431,Domaine de Bellene Nuits-St-Georges Vieilles Vignes,2019,Pinot Noir,France,79,0.0,0
1432,Torre de Ona by La Rioja Alta Reserva Finca Martelo,2014,Tempranillo,Spain,43,4.2,112
1433,Big Table Farm Willamette Valley Pinot Noir,2020,Pinot Noir,Oregon,51,0.0,0
1434,Clos Cibonne Rose Tradition,2020,Rosé,France,36,4.0,11
1435,Schug Rose of Pinot Noir,2021,Rosé,California,28,0.0,0
1436,Perez Cruz Reserva Limited Edition Cabernet Sauvignon,2019,Cabernet Sauvignon,Chile,23,4.1,7
1437,Caves Roger Goulart Organic Cava Brut Reserva,2018,Vintage Sparkling Wine,Spain,19,3.6,21
1438,Txomin Etxaniz,2021,Other White Wine,Spain,21,3.6,22
1439,Zenato Amarone (375ML half-bottle),2017,Other Red Blends,Italy,31,0.0,0
1440,Faiveley Nuits-Saint-Georges,2018,Pinot Noir,France,76,0.0,0
1441,Sloan Proprietary Red,2013,Bordeaux Red Blends,California,659,0.0,0
1442,La Posta Fazzio Malbec,2020,Malbec,Argentina,18,4.1,22
1443,Castelli Martinozzi Brunello di Montalcino,2017,Sangiovese,Italy,50,4.1,5
1444,Chateau Malescot St. Exupery,2014,Bordeaux Red Blends,France,63,4.3,56
1445,Dalrymple Estate Pinot Noir,2020,Pinot Noir,Australia,47,0.0,0
1446,Groth Cabernet Sauvignon (1.5 Liter Magnum),2017,Cabernet Sauvignon,California,139,0.0,0
1447,Chateau Cheval Blanc,2017,Bordeaux Red Blends,France,599,0.0,0
1448,Feudo Montoni Lagnusa Nero d'Avola,2019,Nero d'Avola,Italy,22,4.1,19
1449,Bonny Doon Vin Gris de Cigare,2021,Rosé,California,18,4.1,8
1450,Tolpuddle Vineyard Pinot Noir,2021,Pinot Noir,Australia,85,0.0,0
1451,Ruffino Ducale Chianti Classico Riserva,2018,Sangiovese,Italy,27,4.3,22
1452,Hedges Family Estate Red Mountain Cabernet Sauvignon,2018,Cabernet Sauvignon,Washington,43,0.0,0
1453,Pali Wine Co Huntington Pinot Noir,2019,Pinot Noir,California,30,3.8,6
1454,Intrinsic Cabernet Sauvignon,2018,Cabernet Sauvignon,Washington,22,4.0,73
1455,Planeta Cerasuolo di Vittoria,2020,Other Red Blends,Italy,27,3.6,14
1456,St. Francis Old Vines Zinfandel,2019,Zinfandel,California,18,4.5,5
1457,Black Cabra Malbec,2020,Malbec,Argentina,12,4.1,14
1458,B Side North Coast Cabernet Sauvignon,2018,Cabernet Sauvignon,California,21,4.1,104
1459,Bouvet Brut Rose,Excellence,Sparkling Rosé,France,16,4.3,269
1460,Andrew Murray Esperance Red Blend,2018,Rhone Red Blends,California,35,0.0,0
1461,Kofererhof Pinot Grigio Valle Isarco,2021,Pinot Gris/Grigio,Italy,27,0.0,0
1462,Avignonesi 50&50,2016,Tuscan Blends,Italy,109,0.0,0
1463,Chateau Bellegrave,2019,Bordeaux Red Blends,France,70,4.5,36
1464,Disznoko Tokaji Aszu 5 Puttonyos (500ML),2013,Other Dessert,Hungary,52,5.0,21
1465,Blackbird Vineyards Arise Napa Valley Proprietary Red (375ML),2019,Bordeaux Red Blends,California,29,3.9,20
1466,Meerlust Rubicon,2017,Bordeaux Red Blends,Africa,35,4.1,18
1467,Morey-Coffinet Chassagne-Montrachet Les Caillerets Premier Cru,2020,Chardonnay,France,149,0.0,0
1468,Bodegas Volver La Mancha Single Vineyard Tempranillo,2019,Tempranillo,Spain,17,0.0,0
1469,Domaine Huet Le Mont Moelleux Premier Trie,2020,Chenin Blanc,France,74,0.0,0
1470,Shannon Ridge Buck Shack Cabernet Sauvignon,2019,Cabernet Sauvignon,California,22,4.5,12
1471,Anderson's Conn Valley Vineyards Gustaf Cabernet Franc,2016,Cabernet Franc,California,194,0.0,0
1472,Dominique Lafon Meursault Les Narvaux,2020,Chardonnay,France,144,0.0,0
1473,Martin Ray Stags Leap Cabernet Sauvignon,2019,Cabernet Sauvignon,California,59,0.0,0
1474,Vietti Barbera d'Alba Scarrone,2019,Barbera,Italy,49,0.0,0
1475,Westwood Winery Wendling Vineyard Pinot Noir,2016,Pinot Noir,California,80,0.0,0
1476,Domaine Carneros Carneros Pinot Noir,2019,Pinot Noir,California,44,0.0,0
1477,Los Vascos Sauvignon Blanc,2020,Sauvignon Blanc,Chile,10,3.3,24
1478,Maddalena Chardonnay,2019,Chardonnay,California,20,4.7,9
1479,Piper Sonoma Blanc de,Blancs,Non-Vintage Sparkling Wine,California,18,4.5,63
1480,Yalumba Antique Muscat (375ML,half-bottle),Other Dessert,Australia,21,3.8,88
1481,Pine Ridge Fortis Cabernet Sauvignon,2014,Cabernet Sauvignon,California,228,4.9,24
1482,d'Arenberg The Hermit Crab Viognier Marsanne,2021,Rhone White Blends,Australia,16,4.0,20
1483,Montepeloso A Quo Toscana Rosso,2020,Other Red Blends,Italy,25,0.0,0
1484,Faiveley Gevrey-Chambertin Lavaux St-Jacques Premier Cru,2019,Pinot Noir,France,199,0.0,0
1485,Spear Estate Pinot Noir,2020,Pinot Noir,California,49,0.0,0
1486,Tyler Winery Sanford and Benedict Pinot Noir,2018,Pinot Noir,California,99,0.0,0
1487,Allegrini Palazzo della Torre,2018,Other Red Blends,Italy,18,4.0,141
1488,Los Vascos Cromas Gran Reserva Carmenere,2019,Carmenere,Chile,22,3.9,35
1489,Gaja Sori San Lorenzo,2007,Nebbiolo,Italy,479,0.0,0
1490,Domaine Ponsot Morey-St-Denis Cuvee des Alouettes Premier Cru,2017,Pinot Noir,France,299,0.0,0
1491,Valdicava Brunello di Montalcino,2017,Sangiovese,Italy,139,0.0,0
1492,Brendel Coopers Reed Cabernet Sauvignon,2019,Cabernet Sauvignon,California,40,4.5,5
1493,Tenuta San Leonardo Vette di San Leonardo Sauvignon Blanc,2020,Sauvignon Blanc,Italy,29,0.0,0
1494,Mount Eden Vineyards Wolff Vineyard Chardonnay,2019,Chardonnay,California,22,4.0,34
1495,Inama Soave Classico,2021,Garganega,Italy,18,3.8,12
1496,CR Graybehl Mounts Family Vineyards Grenache,2016,Grenache,California,49,0.0,0
1497,Jeff Carrel Languedoc Les Darons,2019,Rhone Red Blends,France,18,3.5,14
1498,Yalumba Samuel's Collection Eden Valley Viognier,2018,Viognier,Australia,18,3.8,51
1499,Kylie Minogue Vin de France Rose,2021,Rosé,France,15,4.4,23
1500,Torbreck Descendant Shiraz,2019,Syrah/Shiraz,Australia,99,0.0,0
1501,Obsidian Ridge Half Mile,2019,Cabernet Sauvignon,California,77,0.0,0
1502,Bella Grace Estate Zinfandel,2016,Zinfandel,California,42,0.0,0
1503,Sanford Sta. Rita Hills Pinot Noir,2019,Pinot Noir,California,48,4.2,11
1504,Byron Bien Nacido Vineyard Chardonnay,2018,Chardonnay,California,31,3.8,12
1505,Villa Sandi Prosecco,Superiore,Non-Vintage Sparkling Wine,Italy,18,4.6,43
1506,Two Angels Sauvignon Blanc,2020,Sauvignon Blanc,California,25,3.8,11
1507,Chateau Marsau (375ML half-bottle),2019,Bordeaux Red Blends,France,12,3.9,5
1508,Chateau de Saint Cosme Crozes-Hermitage,2019,Syrah/Shiraz,France,45,3.6,12
1509,Francois Montand Brut Blanc de,Blancs,Non-Vintage Sparkling Wine,France,13,4.1,106
1510,Domaine Bruno Clavelier Gevrey-Chambertin Les Corbeaux Premier Cru,2017,Pinot Noir,France,159,0.0,0
1511,Feudi di San Gregorio Greco di Tufo,2019,Greco,Italy,31,3.9,44
1512,Kunin Pape Star Blonde,2019,Rhone White Blends,California,29,4.2,11
1513,Champagne Eric Rodez Brut Cuvee des Crayeres Grand,Cru,Non-Vintage Sparkling Wine,France,62,0.0,0
1514,Margerum Sybarite Sauvignon Blanc,2021,Sauvignon Blanc,California,25,3.9,5
1515,DAOU Vineyards Bodyguard Red,2020,Other Red Blends,California,41,0.0,0
1516,Parducci Small Lot Petite Sirah,2020,Petite Sirah,California,18,4.0,17
1517,Stag's Leap Wine Cellars Cask 23 Cabernet Sauvignon (1.5 Liter Magnum),2014,Cabernet Sauvignon,California,429,4.9,5
1518,Domaine Bruno Clavelier Vosne-Romanee La Combe Brulee Vieilles Vignes,2018,Pinot Noir,France,159,0.0,0
1519,Domaine Dujac Morey Saint-Denis Premier Cru,2020,Pinot Noir,France,299,0.0,0
1520,Jean-Louis Chave Hermitage,1994,Syrah/Shiraz,France,579,0.0,0
1521,Arietta Cabernet Sauvignon,2019,Cabernet Sauvignon,California,159,0.0,0
1522,Hall Terra Secca Cabernet Sauvignon,2018,Cabernet Sauvignon,California,70,0.0,0
1523,J. Christopher Dundee Hills Volcanique Pinot Noir,2017,Pinot Noir,Oregon,40,3.9,18
1524,M. Chapoutier Crozes-Hermitage Les Meysonniers Blanc,2020,Marsanne,France,45,4.9,23
1525,Failla Willamette Valley Pinot Noir,2021,Pinot Noir,Oregon,29,0.0,0
1526,Carpano Antica Formula Sweet Vermouth (375ML,half-bottle),Vermouth,Italy,21,4.4,230
1527,Salicutti Brunello di Montalcino Riserva,2013,Sangiovese,Italy,229,0.0,0
1528,Ferrari-Carano Fume Blanc,2021,Sauvignon Blanc,California,17,4.0,21
1529,Tenimenti d'Alessandro Rosso Syrah,2019,Syrah/Shiraz,Italy,19,0.0,0
1530,Bacio Divino Janzen Beckstoffer To Kalon Cabernet Sauvignon,2018,Cabernet Sauvignon,California,219,0.0,0
1531,Domaine Eden Pinot Noir,2018,Pinot Noir,California,40,0.0,0
1532,Chateau Dauzac,2019,Bordeaux Red Blends,France,44,3.8,13
1533,The Prisoner Wine Company Saldo Red Blend,2019,Other Red Blends,California,32,4.4,56
1534,Chateau Pontet-Canet (6 Bottes in OWC Futures Pre-Sale),2020,Bordeaux Red Blends,France,665,0.0,0
1535,Sparkman Holler Cabernet Sauvignon,2019,Cabernet Sauvignon,Washington,34,4.1,7
1536,Les Forts de Latour (1.5 Liter Magnum),2016,Bordeaux Red Blends,France,583,0.0,0
1537,Slices Cabernet Sauvignon,2020,Cabernet Sauvignon,California,25,3.5,58
1538,Jean-Louis Chave Selection Hermitage Blanche,2017,Rhone White Blends,France,87,0.0,0
1539,Chateau de la Ragotiere Muscadet Sur Lie Black Label,2020,Melon de Bourgogne,France,16,3.9,12
1540,Beaulieu Vineyard Rutherford Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,77,0.0,0
1541,Warre's Warrior,Port,Port,Portugal,17,4.2,112
1542,Abbazia di Novacella Kerner,2021,Other White Wine,Italy,21,4.0,19
1543,Tormaresca Torcicoda Primitivo,2019,Primitivo,Italy,24,4.6,14
1544,L'Ecole 41 Columbia Valley Syrah,2019,Syrah/Shiraz,Washington,26,4.4,7
1545,Chateau Les Gravieres,2019,Bordeaux Red Blends,France,30,4.0,6
1546,Blanc de Bleu Cuvee,Mousseux,Non-Vintage Sparkling Wine,California,19,4.1,168
1547,Chateau Suduiraut Sauternes (375ML half-bottle),2011,Other Dessert,France,42,4.6,6
1548,Bodegas Lan Vina Lanciano Reserva,2015,Tempranillo,Spain,27,4.6,66
1549,La Marca Prosecco Rose,2020,Sparkling Rosé,Italy,20,4.2,19
1550,Glazebrook Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,15,4.1,7
1551,Ceretto Arneis Blange,2021,Arneis,Italy,19,4.8,24
1552,Leeuwin Estate Art Series Chardonnay,2019,Chardonnay,Australia,99,0.0,0
1553,J Vineyards Brut,Rose,Sparkling Rosé,California,43,4.3,67
1554,Chateau Mont Redon Chateauneuf-du-Pape Blanc,2019,Rhone White Blends,France,54,0.0,0
1555,Adelaida Viking Estate Vineyard Signature Cabernet Sauvignon,2018,Cabernet Sauvignon,California,125,0.0,0
1556,Domaine Vincent Careme Vouvray Sec,2018,Chenin Blanc,France,30,3.8,62
1557,Brocard Chablis Sainte Claire Vieilles Vignes,2020,Chardonnay,France,32,0.0,0
1558,Kozlovic Malvasia,2021,Malvasia,Croatia,26,0.0,0
1559,St. Michael-Eppan Schulthauser Pinot Bianco,2020,Pinot Blanc,Italy,26,4.3,54
1560,Ironstone Reserve Cabernet Franc,2020,Cabernet Franc,California,30,0.0,0
1561,Clos des Fous Cauquenina,2016,Other Red Blends,Chile,17,4.1,31
1562,BenMarco Malbec,2020,Malbec,Argentina,20,5.0,19
1563,Rose Gold Rose,2021,Rosé,France,19,3.6,5
1564,Fattoria Moretto Lambrusco Grasparossa di Castelvetro,Secco,Red Sparkling Wine,Italy,19,3.8,41
1565,Abadia Retuerta Seleccion Especial,2017,Other Red Blends,Spain,41,0.0,0
1566,Raymond Reserve Selection Chardonnay,2020,Chardonnay,California,21,3.7,13
1567,Chateau Cantenac Brown (Futures Pre-Sale),2020,Bordeaux Red Blends,France,49,0.0,0
1568,Chateau Saint-Pierre,2016,Bordeaux Red Blends,France,74,4.2,5
1569,Ridge Monte Bello,2010,Bordeaux Red Blends,California,349,0.0,0
1570,Riboli Family Cabernet Sauvignon,2016,Cabernet Sauvignon,California,90,4.1,9
1571,Quixote Panza Cabernet Sauvignon,2019,Cabernet Sauvignon,California,63,0.0,0
1572,Inama Vigneti di Foscarino Soave Classico,2019,Garganega,Italy,29,3.8,26
1573,Chateau Ferriere,2019,Bordeaux Red Blends,France,49,0.0,0
1574,Domaine Bois de Boursan Chateauneuf-du-Pape Tradition,2019,Rhone Red Blends,France,52,0.0,0
1575,El Enemigo Bonarda,2018,Bonarda,Argentina,26,4.1,17
1576,Black Sheep Finds The Joy Fantastic Chardonnay,2019,Chardonnay,California,50,0.0,0
1577,Villa Sandi Il Fresco,Prosecco,Non-Vintage Sparkling Wine,Italy,16,4.3,144
1578,Bedrock Wine Company California Old Vine Zinfandel,2020,Zinfandel,California,28,3.6,15
1579,Prunotto Barolo,2017,Nebbiolo,Italy,55,0.0,0
1580,Penfolds Club Tawny,Port,Port,Australia,15,4.0,106
1581,Ziobaffa Organic,Prosecco,Non-Vintage Sparkling Wine,Italy,16,4.3,112
1582,Cusumano Nero d'Avola,2020,Nero d'Avola,Italy,13,3.8,37
1583,Domaine Fond Croze Villages Vaison-la-Romaine La Romanaise,2019,Rhone Red Blends,France,22,0.0,0
1584,Domini Veneti La Casetta Valpolicella Ripasso Classico Superiore,2017,Other Red Blends,Italy,23,4.2,6
1585,Il Molino di Grace Chianti Classico Gran Selezione Il Margone,2015,Sangiovese,Italy,50,3.6,14
1586,Louis Latour Clos Vougeot Grand Cru,2018,Pinot Noir,France,409,4.9,18
1587,Zuccardi Finca Canal Uco,2015,Malbec,Argentina,129,0.0,0
1588,Chateau Trinquevedel Tavel Rose,2021,Rosé,France,21,3.8,7
1589,Chateau Ferran,2017,Bordeaux Red Blends,France,19,3.6,15
1590,Albert Bichot Chambolle-Musigny Les Chabiots Premier Cru,2018,Pinot Noir,France,179,0.0,0
1591,Tenuta di Biserno Biserno,2019,Other Red Blends,Italy,219,0.0,0
1592,Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese Number 10,2020,Riesling,Germany,49,0.0,0
1593,Chateau Haut-Brion Le Clarence de Haut-Brion,2019,Bordeaux Red Blends,France,149,0.0,0
1594,Chateau Barde Haut,2016,Bordeaux Red Blends,France,44,4.2,102
1595,Querciabella Chianti Classico (375ML half-bottle),2016,Sangiovese,Italy,19,0.0,0
1596,Pio Cesare Fides Barbera d'Alba,2020,Barbera,Italy,53,0.0,0
1597,Fat Bastard Chardonnay,2020,Chardonnay,France,13,3.8,21
1598,Merryvale Silhouette Chardonnay,2018,Chardonnay,California,85,0.0,0
1599,Billaud-Simon Chablis Vaudesir Grand Cru,2019,Chardonnay,France,169,0.0,0
1600,S.A. Prum Wehlener Sonnenuhr Riesling Spatlese,2015,Riesling,Germany,52,4.5,19
1601,Clos Apalta,2018,Bordeaux Red Blends,Chile,124,4.6,11
1602,Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis,2019,Rhone Red Blends,France,165,0.0,0
1603,Broadside Blackletter Cabernet Sauvignon,2018,Cabernet Sauvignon,California,80,0.0,0
1604,Terras Gauda O Rosal Albarino Blend,2021,Albarino,Spain,28,0.0,0
1605,Bevan Cellars Tench Vineyard Cabernet Sauvignon,2017,Cabernet Sauvignon,California,209,0.0,0
1606,Chapel Down Brut,Rose,Sparkling Rosé,England,54,3.9,19
1607,Domaine Taupenot-Merme Charmes-Chambertin Grand Cru,2017,Pinot Noir,France,349,0.0,0
1608,Pine Ridge Fortis Cabernet Sauvignon,2015,Cabernet Sauvignon,California,250,0.0,0
1609,La Spinetta Barbaresco Starderi,2019,Nebbiolo,Italy,198,0.0,0
1610,Shafer One Point Five Cabernet Sauvignon (1.5 Liter Magnum),2019,Cabernet Sauvignon,California,219,0.0,0
1611,Gosset Grand Rose Brut (1.5 Liter,Magnum),Sparkling Rosé,France,199,0.0,0
1612,Justin Isosceles Reserve,2016,Bordeaux Red Blends,California,149,0.0,0
1613,Nicolas Feuillatte Palmes d'Or Rose Intense with Gift Box,2008,Sparkling Rosé,France,199,0.0,0
1614,Nicolas-Jay Own-Rooted Pinot Noir,2019,Pinot Noir,Oregon,89,0.0,0
1615,Perrier-Jouet Blanc de Blancs,Brut,Non-Vintage Sparkling Wine,France,99,0.0,0
1616,Delamotte Blanc de Blancs,2014,Vintage Sparkling Wine,France,119,0.0,0
1617,Snowden Brothers Vineyard Cabernet Sauvignon,2017,Cabernet Sauvignon,California,89,0.0,0
1618,Crossbarn Sonoma County Cabernet Sauvignon,2018,Cabernet Sauvignon,California,44,4.3,34
1619,H. Billiot Fils Brut,Rose,Sparkling Rosé,France,64,0.0,0
1620,Whitehall Lane Leonardini Estate Cabernet Sauvignon,2016,Cabernet Sauvignon,California,85,4.3,7
1621,Dom. Lucien Barrot et Fils Chateauneuf-du-Pape,2016,Rhone Red Blends,France,42,3.9,15
1622,Roger Sabon Chateauneuf-du-Pape Les Olivets,2020,Rhone Red Blends,France,44,0.0,0
1623,Felsina Vin Santo (375ML half-bottle),2011,Other Dessert,Italy,44,0.0,0
1624,Casa Emma Vignalparco Chianti Classico Riserva,2016,Sangiovese,Italy,35,4.0,23
1625,Chalk Hill Estate Sauvignon Blanc,2020,Sauvignon Blanc,California,20,4.5,5
1626,Venturini Baldini Montelocco,Lambrusco,Red Sparkling Wine,Italy,17,3.8,66
1627,Valravn Chardonnay,2021,Chardonnay,California,19,0.0,0
1628,Tenuta Sette Ponti Crognolo,2019,Tuscan Blends,Italy,29,4.1,31
1629,Chateau Haut-Bergey,2018,Bordeaux Red Blends,France,29,3.9,25
1630,Echeverria No Es Pituko Natural Wine Cabernet Franc,2021,Cabernet Franc,Chile,16,4.6,7
1631,Les Jamelles Syrah,2019,Syrah/Shiraz,France,15,3.3,9
1632,Frida Kahlo Cabernet Sauvignon,2019,Cabernet Sauvignon,Chile,18,3.4,19
1633,Band of Vintners Napa Valley Cabernet Sauvignon,2018,Cabernet Sauvignon,California,32,4.1,91
1634,Cockburn's 20 Year Old Tawny,Port,Port,Portugal,65,4.4,10
1635,Camille Giroud Chambertin Grand Cru,2005,Pinot Noir,France,419,0.0,0
1636,Chateau Ste. Michelle Columbia Valley Syrah,2017,Syrah/Shiraz,Washington,15,3.7,32
1637,Isole e Olena Cepparello,2018,Sangiovese,Italy,105,0.0,0
1638,Blue Rock Cabernet Sauvignon,2019,Cabernet Sauvignon,California,51,0.0,0
1639,Trimbach Riesling,2019,Riesling,France,22,3.9,33
1640,Louis Jadot Petit Chablis,2018,Chardonnay,France,24,4.8,21
1641,Nine Hats Red Wine,2019,Other Red Blends,Washington,19,3.8,9
1642,Storypoint Cabernet Sauvignon,2017,Cabernet Sauvignon,California,15,3.8,295
1643,Kir-Yianni Ramnista Vineyard Xinomavro,2018,Xinomavro,Greece,33,0.0,0
1644,Chateau Pontet-Canet (Futures Pre-Sale),2020,Bordeaux Red Blends,France,110,4.4,5
1645,Bodegas Mas Alta Artigas Priorat,2017,Rhone Red Blends,Spain,37,4.2,19
1646,Ornellaia (1.5 Liter Magnum),2018,Bordeaux Red Blends,Italy,569,0.0,0
1647,Robert Craig Cellars Spring Mountain Cabernet Sauvignon,2018,Cabernet Sauvignon,California,99,0.0,0
1648,Chateau de Saint Cosme Gigondas,2020,Rhone Red Blends,France,65,0.0,0
1649,Catena Alta Chardonnay,2019,Chardonnay,Argentina,33,4.5,14
1650,Shaw + Smith Shiraz,2019,Syrah/Shiraz,Australia,39,3.7,14
1651,Catena Alta Cabernet Sauvignon,2018,Cabernet Sauvignon,Argentina,46,4.0,7
1652,Robert Mondavi Maestro (1.5 Liter Magnum),2016,Bordeaux Red Blends,California,139,0.0,0
1653,Chateau Fuisse Pouilly-Fuisse Le Clos,2019,Chardonnay,France,135,0.0,0
1654,Chateau Olivier,2016,Bordeaux Red Blends,France,36,3.9,26
1655,Bodegas Breca Brega,2015,Grenache,Spain,40,3.7,13
1656,Jean Vesselle Cuvee Friandise Demi-Sec Rose (375ML,half-bottle),Sparkling Rosé,France,32,3.0,6
1657,Wrath Swan 828 Pinot Noir,2019,Pinot Noir,California,29,3.4,8
1658,Domaine Serene Evenstad Reserve Pinot Noir (375ML half-bottle),2018,Pinot Noir,Oregon,43,0.0,0
1659,Foppiano Estate Zinfandel,2019,Zinfandel,California,30,0.0,0
1660,Pietradolce Etna Rosso,2020,Nerello Mascalese,Italy,25,4.1,15
1661,Northstar Columbia Valley Merlot,2019,Merlot,Washington,45,0.0,0
1662,De Saint-Gall Tradition Brut Premier,Cru,Non-Vintage Sparkling Wine,France,49,0.0,0
1663,Chateau Leoville Barton,2015,Bordeaux Red Blends,France,165,3.9,20
1664,Veuve Clicquot Yellow Label Brut (1.5 Liter,Magnum),Non-Vintage Sparkling Wine,France,165,4.4,58
1665,Segura Viudas Cava Brut,Rose,Sparkling Rosé,Spain,11,3.9,311
1666,Domaine de l'Arlot Nuits-St-Georges Clos des Forets St Georges Premier Cru Monopole,2020,Pinot Noir,France,169,0.0,0
1667,Buehler Zinfandel,2019,Zinfandel,California,27,0.0,0
1668,Hacienda Lopez de Haro Crianza,2018,Other Red Blends,Spain,15,4.5,39
1669,Domaine Serene Yamhill Cuvee Pinot Noir,2018,Pinot Noir,Oregon,56,4.1,5
1670,Keenan Zinfandel,2019,Zinfandel,California,47,0.0,0
1671,Marchesi di Barolo Tradizione Barbaresco,2016,Nebbiolo,Italy,48,3.6,5
1672,Clos Apalta Le Petit Clos Apalta,2018,Bordeaux Red Blends,Chile,41,4.5,8
1673,Raymond Reserve Selection Cabernet Sauvignon,2019,Cabernet Sauvignon,California,47,4.2,43
1674,Alexander Valley Vineyards Merlot,2019,Merlot,California,17,4.2,13
1675,Domaine Santa Duc Les Saintes Vierges Chateauneuf-du-Pape,2019,Rhone Red Blends,France,104,0.0,0
1676,Parador Tempranillo,2014,Tempranillo,California,50,0.0,0
1677,Baracchi O'Lillo,2020,Tuscan Blends,Italy,21,0.0,0
1678,Banfi Chianti Classico Riserva,2018,Sangiovese,Italy,17,3.7,12
1679,G.H. Mumm Brut Grand,Cordon,Non-Vintage Sparkling Wine,France,49,4.4,153
1680,Armand de Brignac Ace of Spades Brut Rose with Gift,Box,Sparkling Rosé,France,499,4.4,84
1681,Borsao Tres Picos Garnacha,2019,Grenache,Spain,19,3.9,22
1682,Substance Chardonnay,2019,Chardonnay,Washington,18,3.7,100
1683,Chateau Haut-Bergey,2019,Bordeaux Red Blends,France,24,0.0,0
1684,Piaggia Carmignano Riserva,2018,Other Red Blends,Italy,45,0.0,0
1685,The Prisoner Wine Company The Prisoner Red Blend (375ML half-bottle),2019,Other Red Blends,California,32,4.4,35
1686,Chateau Baret,2018,Bordeaux Red Blends,France,18,4.1,43
1687,Vincent Girardin Corton Perrieres Grand Cru,2017,Pinot Noir,France,130,0.0,0
1688,Billecart-Salmon Cuvee Louis Brut Blanc de Blancs Grand Cru,2008,Vintage Sparkling Wine,France,199,0.0,0
1689,Carlisle Papera Ranch Zinfandel,2020,Zinfandel,California,57,0.0,0
1690,Luke Syrah,2019,Syrah/Shiraz,Washington,19,4.3,33
1691,Kaiken Ultra Las Rocas Malbec,2018,Malbec,Argentina,19,4.1,38
1692,Bieler Pere et Fils Bandol Reserve Rose,2021,Rosé,France,19,0.0,0
1693,Henriot Brut,Souverain,Non-Vintage Sparkling Wine,France,50,4.2,185
1694,Tenuta di Ceppaiano Keith Haring Toscana,2016,Tuscan Blends,Italy,24,4.3,98
1695,Domaine Adele Rouze Quincy,2021,Sauvignon Blanc,France,22,0.0,0
